id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
RU-01495,,RU,24.kg,https://24.kg/archive/ru/cis/141889-v-stolice-kyrgyzstana-otkroetsya-centr-pravovoj.html/,2012-11-19,В столице Кыргызстана откроется центр правовой поддержки и защиты прав и свобод российских соотечественников,В столице Кыргызстана откроется центр правовой поддержки и защиты прав и свобод российских соотечественниковВ столице Кыргызстана 20 ноября откроется центр правовой поддержки и защиты прав и,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01162,,RU,Daryo.uz,https://daryo.uz/ru/2026/06/23/tseny-myaso-ptitsy-yaytsa-ferganskaya-dolina-noviy-proekt/,2026-06-23,Цены на мясо птицы и яйца в Ферганской долине стабилизируют за счёт нового проекта,"Во время поездки в Наманганскую область президент побывал на предприятии «Уйчи парранда» в Туракурганском районе. Здесь реализуется крупный инвестиционный проект стоимостью $50 млн, охватывающий производство племенных яиц, инкубацию и выпуск мясной продукции.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00510,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/24/izrail-otkryl-ogon-po-mirnym-zitelam-posle-prekrasenia-ogna/,2023-11-24,Израиль открыл огонь по мирным жителям после прекращения огня,Погибли два человека,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00566,,RU,Daryo.uz,https://daryo.uz/ru/2024/03/31/c-1-iuna-2024-goda-budet-vnedratsa-sistema-ekologiceskij-transport/,2024-03-31,C 1 июня 2024 года будет внедряться система «Экологический транспорт»,"Автомобилям бесплатно выдадут наклейки «зеленый», «желтый» и «красный» в зависимости от их экологической категории",NOT_RELEVANT,,NOT_RELEVANT,,1,,ru_2,
RU-00284,,RU,Daryo.uz,https://daryo.uz/ru/2026/04/03/uzbekistan-zemletryasenie-afganistan-epitsentr/,2026-04-03,Узбекистанцы ощутили второе за сутки землетрясение,На этот раз эпицентр землетрясения находился в афганской провинции Бадахшан. На территории Узбекистана наиболее сильные толчки зафиксированы в Сурхандарьинской области — их интенсивность составила 3 балла.,NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-00711,,RU,24.kg,https://24.kg/archive/ru/community/163623-v-kr-poluchayut-posobiya-s-momenta-pribytiya.html/,2013-10-24,"В КР получают пособия с момента прибытия, включая первое полугодие 2013 года, 369 кайрылманов","В КР получают пособия с момента прибытия, включая первое полугодие 2013 года, 369 кайрылмановВ КР получают пособия с момента прибытия, включая первое полугодие 2013 года, 369 кайрылманов - э",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00320,,RU,Daryo.uz,https://daryo.uz/ru/2024/04/25/legkoatlety-iz-uzbekistana-zavoevali-3-medali-na-molodeznom-cempionate-azii/,2024-04-25,Легкоатлеты из Узбекистана завоевали 3 медали на молодежном Чемпионате Азии,Соревнования проходят в Дубае (ОАЭ),NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-01070,,RU,24.kg,https://24.kg/archive/ru/cis/171383-u-kyrgyzstana-po-prezhnemu-net-dostupa-k-baze.html/,2014-02-06,"У Кыргызстана по-прежнему нет доступа к базе данных ФМС России о гражданах, которым запрещен въезд на территорию РФ","У Кыргызстана по-прежнему нет доступа к базе данных ФМС России о гражданах, которым запрещен въезд на территорию РФУ Кыргызстана по-прежнему нет доступа к базе данных ФМС России о гражданах,",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00593,,RU,Daryo.uz,https://daryo.uz/ru/2024/04/18/presidents-of-uzbekistan-and-tajikistan/,2024-04-18,Шавкат Мирзиёев прибыл в Таджикистан,Начались переговоры глав государств в формате «тет-а-тет»,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00357,,RU,24.kg,https://24.kg/archive/ru/community/160151-v-bishkeke-proxodit-ceremoniya-vrucheniya-premii.html/,2013-09-07,В Бишкеке проходит церемония вручения премии «Идейный прорыв»,В Бишкеке проходит церемония вручения премии «Идейный прорыв»В Бишкеке в Кыргызской национальной филармонии имени Т.Сатылганова проходит церемония вручения премии «Идейный,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01402,,RU,24.kg,https://24.kg/archive/ru/bishkek24/144346-v-stolice-kyrgyzstana-razgruzhayut-priyuty-dlya.html/,2012-12-19,В столице Кыргызстана разгружают приюты для бомжей,В столице Кыргызстана разгружают приюты для бомжейВ столице Кыргызстана разгружают приюты для бомжей. Об этом ИА «24.kg» сообщил заместитель министра социального развития Эдиль Б,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00914,,RU,24.kg,https://24.kg/archive/ru/bishkek24/146546-myeriya-bishkeka-oprovergla-informaciyu-o-tom.html/,2013-01-25,"Мэрия Бишкека опровергла информацию о том, что собирается единолично управлять бюджетом столицы","Мэрия Бишкека опровергла информацию о том, что собирается единолично управлять бюджетом столицыМэрия Бишкека опровергла информацию о том, что собирается единолично управлять бюджетом столицы",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00031,,RU,Daryo.uz,https://daryo.uz/ru/2025/08/17/savkat-mirzieev-napravil-soboleznovania-v-svazi-s-mnogocislennymi-zertvami-iz-za-navodnenij-v-pakistane/,2025-08-17,Шавкат Мирзиёев направил соболезнования в связи с многочисленными жертвами из-за наводнений в Пакистане,"В результате наводнений и оползней, вызванных проливными дождями в Пакистане, погибли не менее 300 человек.",NOT_RELEVANT,,RELEVANT,DISASTER,,1,ru_2,"Pakistan floods, condolence framing"
RU-01094,,RU,Daryo.uz,https://daryo.uz/ru/2023/12/12/centralnyj-bank-opublikoval-obnovlennye-kursy-inostrannyh-valut-na-13-dekabra/,2023-12-12,Центральный банк опубликовал обновленные курсы иностранных валют на 13 декабря,"Доллар составил 12 349,00 сумов",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00401,,RU,24.kg,https://24.kg/archive/ru/community/175448-v-issyk-kulskoj-oblasti-kr-sotrudnikov-otelej-i.html/,2014-03-28,В Иссык-Кульской области КР сотрудников отелей и кафе учат законам гостеприимства,В Иссык-Кульской области КР сотрудников отелей и кафе учат законам гостеприимстваВ Иссык-Кульской области сотрудников отелей и кафе городов Каракола и Чолпон-Аты учат законам гостеприимства.,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00623,,RU,Daryo.uz,https://daryo.uz/ru/2024/02/01/igrok-pahtakora-peresel-v-anglijskij-fk-brentford/,2024-02-01,Игрок «Пахтакора» перешёл в английский ФК «Брентфорд»,Это первый случай прямого перехода узбекистанского футболиста в британский клуб,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00268,,RU,24.kg,https://24.kg/archive/ru/community/188577-u-rodstvennikov-yeks-myera-osha-melisa.html/,2014-10-18,У родственников экс-мэра Оша Мелиса Мырзакматова 14 земельных участков,У родственников экс-мэра Оша Мелиса Мырзакматова 14 земельных участковУ родственников экс-мэра Оша Мелиса Мырзакматова 14 земельных участков. Такие данные приведены в декларации о доходах бы,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00626,,RU,Daryo.uz,https://daryo.uz/ru/2024/04/19/kyrgyzstancev-prizvali-vozderzatsa-ot-poezdok-na-bliznij-vostok/,2024-04-19,Кыргызстанцев призвали воздержаться от поездок на Ближний Восток,"Лицам, уже находящимся в регионе, МИД рекомендует строго соблюдать меры безопасности",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01315,,RU,Daryo.uz,https://daryo.uz/ru/2026/06/18/2030-god-uzbekistan-planiruet-privlech-20-mln-turistov/,2026-06-18,К 2030 году Узбекистан планирует привлечь 20 млн туристов,"Согласно последним данным Всемирной туристской организации ООН, Узбекистан вошел в ТОП-5 стран с наиболее высокими темпами роста туристического потока.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00653,,RU,Daryo.uz,https://daryo.uz/ru/2025/12/14/v-turtsii-zaderzhan-razyskivaemyy-v-uzbekistane-lider-prestupnoy-gruppirovki-po-prozvishchu-gryaz/,2025-12-14,В Турции задержан разыскиваемый в Узбекистане лидер преступной группировки по прозвищу «Грязь»,"32-летний преступник, разыскиваемый и обвиняемый в совершении ряда преступлений в качестве лидера преступной группировки, скрывался от следствия в Турции. 5 декабря он был возвращён в Узбекистан и передан следственным органам.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00822,,RU,Daryo.uz,https://daryo.uz/ru/2026/01/03/v-tashkente-za-god-1500-chelovek-popytalis-pokonchit-s-soboy-prinyav-lekarstva/,2026-01-03,"В Ташкенте за год 1500 человек попытались покончить с собой, приняв лекарства",В 2025 году в республике более 24 тысяч пациентов обратились за скорой медицинской помощью из-за самостоятельного приёма лекарств без назначения врача. В 418 случаях был зафиксирован анафилактический шок.,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00527,,RU,24.kg,https://24.kg/archive/ru/culture/157334-v-stolice-kyrgyzstana-proxodit-otborochnyj-tur-i.html/,2013-06-24,В столице Кыргызстана проходит отборочный тур I Международного Иссык-Кульского фестиваля исполнителей популярной музыки «Мейкин Азия»,В столице Кыргызстана проходит отборочный тур I Международного Иссык-Кульского фестиваля исполнителей популярной музыки «Мейкин Азия»В Кыргызской национальной филармонии имени Т.,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00727,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/21/za-poslednie-sem-let-v-uzbekistane-bylo-osvoeno-16-mlrd-i-zapuseno-103-novyh-proekta/,2023-11-21,За последние семь лет в Узбекистане было освоено $16 млрд и запущено 103 новых проекта,Рассмотрены проекты с участием международных финансовых институтов,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00376,,RU,24.kg,https://24.kg/archive/ru/economics/186563-za-nevypolnenie-plana-po-sboru-nalogov-nakazano.html/,2014-09-17,За невыполнение плана по сбору налогов наказали 20 руководителей налоговых органов,За невыполнение плана по сбору налогов наказано 20 руководителей налоговых органовЗа невыполнение плана по сбору налогов наказано 20 руководителей налоговых органов. Об этом сообщает ГНС.&nb,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01203,,RU,Daryo.uz,https://daryo.uz/ru/2026/05/13/uzbekistan-veterinariya-iskusstvennyy-intellekt-chastniy-sektor/,2026-05-13,"В сельском хозяйстве внедрят искусственный интеллект, а часть ветеринарных услуг передадут частному сектору","В сфере ветеринарии предусмотрен ряд нововведений. В частности, с 2027 года лабораторные исследования, вакцинацию животных, дезинфекцию и идентификацию поэтапно передадут частному сектору. Также благодаря упрощению бюрократических процедур планируется сократить время контроля при импорте и экспорте.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01024,,RU,24.kg,https://24.kg/archive/ru/personnel/149206-alisbek-alymkulov-naznachen-ministrom-truda.html/,2013-03-02,"Алиясбек Алымкулов назначен министром труда, миграции и молодежи Кыргызстана","Алисбек Алымкулов назначен министром труда, миграции и молодежи КыргызстанаАлисбек Алымкулов назначен министром труда, миграции и молодежи Кыргызстана. Президент Алмазбек Атамбаев сегодня по",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01390,,RU,Daryo.uz,https://daryo.uz/ru/2025/06/02/mcs-oproverglo-soobsenia-o-silnom-zemletrasenii-vyzvannom-magnitnoj-burej/,2025-06-02,"МЧС опровергло сообщения о сильном землетрясении, вызванном магнитной бурей","Отмечается, что сейсмическая активность не связана с магнитными бурями.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00929,,RU,24.kg,https://24.kg/archive/ru/biznes-info/156442-laquoanimal-dzhazraquo-ot-beeline.html/,2013-06-11,«Animal ДжаZ» от Beeline,«Animal ДжаZ» от BeelineКомпания ООО Sky Mobile (торговая марка Beeline) выступила генеральным партнером концерта популярной группы «Animal ДжаZ». На днях в клуб,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00424,,RU,Daryo.uz,https://daryo.uz/ru/2026/06/19/uzbekistan-nakazanie-narushenie-pravil-perevozki-detey/,2026-06-19,В Узбекистане ужесточат ответственность за нарушение правил перевозки детей,"Изменения, которые внесены в Кодекс об административной отвественности, предусматривают наказание не только для водителя, перевозившего детей с нарушениями правил, но и для тех, кто организовал такую перевозку.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00331,,RU,Daryo.uz,https://daryo.uz/ru/2024/01/06/terroristy-igil-nacali-massovo-pribyvat-v-frg/,2024-01-06,Террористы ИГИЛ начали массово прибывать в ФРГ,Они приезжают в страну под видом украинских беженцев,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01051,,RU,Daryo.uz,https://daryo.uz/ru/2026/05/19/jac-motors-zavod-tashkent-kakuyu-model-budut-proizvodit/,2026-05-19,JAC Motors запустил завод в Ташкенте — какую модель будут производить,"Проект, стоимостью $135 млн, реализуют в два этапа. На первом этапе будет производиться 10 тыс. автомобилей в год, а на втором — планируется увеличить годовую мощность до 30 тыс. автомобилей.",NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-00038,,RU,Daryo.uz,https://daryo.uz/ru/2025/05/12/na-etoj-nedele-v-uzbekistane-ozidaetsa-poteplenie-do-42-gradusov/,2025-05-12,На этой неделе в Узбекистане ожидается потепление до +42 градусов,Узгидромет опубликовал прогноз погоды на предстоящую рабочую неделю.,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00849,,RU,Daryo.uz,https://daryo.uz/ru/2024/06/10/ceny-na-dragocennye-metally-snizilis/,2024-06-10,Цены на драгоценные металлы снизились,Дешевеет также серебро,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00598,,RU,Daryo.uz,https://daryo.uz/ru/2024/05/21/prezident-uzbekistana-posetil-posolstvo-irana-v-taskente/,2024-05-21,Президент Узбекистана посетил посольство Ирана в Ташкенте,"Глава государства оставил запись со словами сочувствия и поддержки в Книге соболезований по случаю гибели президента Ирана Ибрахима Раиси, а также побеседовал с послом Мухаммадали Искандари",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00518,,RU,Daryo.uz,https://daryo.uz/ru/2024/03/05/v-kyrgyzstane-komitet-zokorgu-kenesa-po-budzetu-odobril-koncepciu-novogo-zakona-o-smi/,2024-03-05,В Кыргызстане комитет Жокоргу Кенеша по бюджету одобрил концепцию нового закона о СМИ,Свои предложения парламентарии намерены внести во второе чтение,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00605,,RU,Daryo.uz,https://daryo.uz/ru/2025/07/30/uzauto-motors-ubrala-odnostoronnie-uslovia-iz-dogovorov-i-sokratila-srok-vozvrata-sredstv/,2025-07-30,UzAuto Motors убрала односторонние условия из договоров и сократила срок возврата средств,"Комитет по конкуренции при изучении договоров, предоставляемых дилерскими предприятиями АО «UzAuto Motors», выявил случаи, противоречащие законодательству.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00985,,RU,24.kg,https://24.kg/archive/ru/investigation/157322-pri-dache-vzyatki-sotrudniku-aks-gknb-zaderzhany.html/,2013-06-24,При даче взятки сотруднику АКС ГКНБ задержаны граждане Пакистана,При даче взятки сотруднику АКС ГКНБ задержаны граждане ПакистанаПри даче взятки сотруднику АКС ГКНБ задержаны граждане Пакистана. Об этом сообщает отдел по связям с общественностью и СМИ ГКН,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00837,,RU,Daryo.uz,https://daryo.uz/ru/2026/01/22/uzbekistan-vernul-bolee-40-chelovek-nezakonno-naxodivshixsya-v-ssha/,2026-01-22,"Узбекистан вернул более 40 человек, незаконно находившихся в США",Чартерный рейс был организован в сотрудничестве с соответствующими госорганами США.,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00873,,RU,Daryo.uz,https://daryo.uz/ru/2026/04/18/uzbekistanets-gibel-vzryv-musorovoz-rossiya/,2026-04-18,Узбекистанец погиб при взрыве мусоровоза в России,"Мужчина работал в коммунальной службе и в момент ЧП убирал местность. По словам коллег, у него остались пятеро детей.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00965,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/14/v-uzbekistane-oglasili-uroven-podotcetnosti-ministerstv-i-vedomstv/,2023-11-14,В Узбекистане огласили уровень подотчётности среди министерств и ведомств,"В ходе мониторинга выявлено, что госорганы преимущественно допускают значительные недочёты в разглашении данных о расходах бюджетных и внебюджетных средств",NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-01413,,RU,24.kg,https://24.kg/archive/ru/community/170014-v-kyrgyzstane-ezhegodno-okolo-3-tysyach-detej.html/,2014-01-22,В Кыргызстане ежегодно около 3 тысяч детей рождаются с различными пороками сердца,В Кыргызстане ежегодно около 3 тысяч детей рождаются с различными пороками сердцаВ Кыргызстане ежегодно около 3 тысяч детей рождаются с различными пороками сердца. Об этом сегодня журналиста,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00217,,RU,24.kg,https://24.kg/archive/ru/sport/157128-sportsmenki-iz-kyrgyzstana-vyigrali-dve-medali-na.html/,2013-06-20,Спортсменки из Кыргызстана выиграли две медали на международном турнире по художественной гимнастике,Спортсменки из Кыргызстана выиграли две медали на международном турнире по художественной гимнастикеСпортсменки из Кыргызстана выиграли две медали на международном турнире на Кубок «Жу,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00596,,RU,Daryo.uz,https://daryo.uz/ru/2026/02/24/byvshij-prezident-yuzhnaya-koreya-yun-sok-yol-pozhiznennyj-srok-apellyaciya-rukovodstvo-vosstanie/,2026-02-24,Бывший президент Южной Кореи обжалует пожизненный срок за объявление военного положения,"Адвокаты утверждают, что обвинительное заключение специальной прокуратуры было чрезмерно надуманным, а решение суда первой инстанции, вынесенное на основе этих обвинений, содержит противоречия и политические мотивы.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01493,,RU,Daryo.uz,https://daryo.uz/ru/2026/05/21/afganistan-golod-otcy-prodayut-docherej/,2026-05-21,"«Продав одну из дочерей, я смогу кормить остальных своих детей четыре года», — отец из Афганистана","4,7 миллиона человек в Афганистане находятся на грани голода. Гор — одна из наиболее пострадавших провинций. Мужская часть ее населения в отчаянии — отцы вынуждены продавать своих совсем еще юных дочерей.",NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-00210,,RU,24.kg,https://24.kg/archive/ru/parlament/147952-nadira-narmatova-sotrudnik-genprokuratury.html/,2013-02-13,"Надира Нарматова: Сотрудник Генпрокуратуры опровергает свои же слова, заявляя, что в 13 из 18 объектах были факты мародерства","Надира Нарматова: Сотрудник Генпрокуратуры опровергает свои же слова, заявляя, что в 13 из 18 объектах были факты мародерства«Начальник отдела Генпрокуратуры Орозбек Бердибаев опроверг",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01215,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/141547-kazaxstan-zakon-o-religii-ogranichivaet-svobodu.html/,2012-11-14,"Казахстан: Закон о религии ограничивает свободу, считает","Казахстан: Закон о религии ограничивает свободу, считаетEurasiaNet (США). Религиозная жизнь Казахстана характеризуется сегодня двумя взаимоисключающими тенденциями. Власти в Астане преподнос",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01220,,RU,Azattyk,https://www.azattyqasia.org/a/tokaev-pozdravil-kazahstantsev-s-dnem-astany-a-nazarbaeva-s-dnem-rozhdeniya/33797641.html,2026-07-06,"Токаев поздравил казахстанцев с днем Астаны, а Назарбаева — с днем рождения","Президент Казахстана Касым-Жомарт Токаев поздравил казахстанцев с Днем Астаны, а первого президента страны Нурсултана Назарбаева — с днем рождения. Об этом сообщила пресс-служба Акорды. Токаев отметил, что сегодня Астана стала движущей силой исторических преобразований и развивается как «умный город», где внедряются современные системы управления. Он также заявил, что новая Конституция, которая вступила в силу накануне Дня Астаны, положила начало важному этапу модернизации ключевых государственных и общественных институтов. По словам Токаева, новый конституционный закон о статусе столицы усилил ведущую роль Астаны как политического, административного, экономического и культурного центра страны, а также подтвердил ее особое значение в дальнейшем развитии государства. Президент отметил, что «столица будет идти в авангарде строительства Справедливого Казахстана». Токаев также поздравил с 86-летием первого президента Казахстана Нурсултана Назарбаева, подчеркнув историческое значение его решения о переносе столицы в Астану. «Перенос столицы в бескрайние степи Сарыарки придал мощный импульс развитию всего Казахстана. Сегодня Астана продолжает динамично расти и преображаться, превращаясь в один из самых красивых городов мира», — говорится в поздравлении Токаева. Он пожелал Назарбаеву крепкого здоровья, долгих лет жизни и благополучия. В Казахстане 6 июля отмечается государственный праздник — День Астаны, который утвердили в 2008 году. Согласно официальным данным, исторической основой праздника стало постановление Верховного Совета Казахстана от 6 июля 1994 года о переносе столицы в Акмолу. Нурсултан Назарбаев, который руководил Казахстаном почти 30 лет, 19 марта 2019 года досрочно сложил президентские полномочия и передал их тогдашнему главе Сената Касым-Жомарту Токаеву. Одним из первых решений Токаева после вступления в должность президента стало переименование Астаны в Нур-Султан. После Январских событий 2022 года власти отказались от ряда инициатив, связанных с культом личности первого президента, а столице вернули прежнее название — Астана.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00971,,RU,24.kg,https://24.kg/archive/ru/incidents/156611-v-chujskoj-oblasti-v-dtp-postradala-12-letnyaya.html/,2013-06-12,В Чуйской области в ДТП пострадала 12-летняя девочка,"В Чуйской области в ДТП пострадала 12-летняя девочкаВ Чуйской области в ДТП пострадала 12-летняя девочка. Об этом сообщает пресс-служба ГУВД региона. По ее данным, 10 июня примерно в 13",NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-00921,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/145869-kazaxstan-ubijstva-v-ile-alatauskom-nacionalnom.html/,2013-01-17,"Казахстан: Убийства в Иле-Алатауском национальном парке связаны с экстремизмом, рассказывает","Казахстан: Убийства в Иле-Алатауском национальном парке связаны с экстремизмом, рассказывает12news.uz (Узбекистан). Как утверждается в официальном отчете следствия, за одним из самых кровавы",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00130,,RU,Daryo.uz,https://daryo.uz/ru/2024/05/30/kompanii-v-fergane-osibocno-nacislili-bolee-73-tysac-za-elektroenergiu/,2024-05-30,Компании в Фергане ошибочно начислили более $73 тысяч за электроэнергию,В ситуации помогли разобраться представители офиса бизнес-омбудсмана,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00710,,RU,Daryo.uz,https://daryo.uz/ru/2025/11/03/v-uzbekistane-za-nekotorye-narusheniya-pdd-snachala-budut-preduprezhdat/,2025-11-03,В Узбекистане за некоторые нарушения ПДД сначала будут предупреждать,В Кодекс об административной ответственности вводится мера административного предупреждения за менее существенные правонарушения.,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-00258,,RU,Daryo.uz,https://daryo.uz/ru/2023/12/22/kyrgyzstan-prisoedinitsa-k-singapurskoj-konvencii-cto-eto-dast-strane/,2023-12-22,Кыргызстан присоединится к Сингапурской конвенции - что это даст стране?,"Кыргызская Республика надеется, что более широкое применение медиации снизит нагрузку на судебную систему и создаст благоприятный инвестклимат в стране",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-00629,,RU,24.kg,https://24.kg/archive/ru/parlament/140783-parlament-kyrgyzstana-otklonil-konstitucionnyj.html/,2012-11-01,Парламент Кыргызстана отклонил конституционный закон о заявочном принципе формирования списков избирателей на выборах,Парламент Кыргызстана отклонил конституционный закон о заявочном принципе формирования списков избирателей на выборахПарламент Кыргызстана отклонил конституционный закон о заявочном принципе,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
RU-01049,,RU,24.kg,https://24.kg/archive/ru/community/181379-premer-ministr-pozdravil-rabotnikov-vodnogo.html/,2014-06-13,Премьер-министр поздравил работников водного хозяйства с профессиональным праздником,Премьер-министр поздравил работников водного хозяйства с профессиональным праздникомПремьер-министр Джоомарт Оторбаев поздравил работников водного хозяйства с профессиональным праздником. &n,NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-01023,,RU,24.kg,https://24.kg/archive/ru/parlament/148365-tolkun-bekbulatova-u-kyrgyzstana-net-vozmozhnosti.html/,2013-02-19,Толкун Бекбулатова: Ни одна судебная экспертная организация из Кырзыстана не прошла аккредитацию в Международной организации по стандартизации (обновлено),Толкун Бекбулатова: У Кыргызстана нет возможности стать членом Международной организации по стандартизацииУ Кыргызстана нет возможности стать членом Международной организации по стандартизац,NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01237,,RU,24.kg,https://24.kg/archive/ru/personnel/187157-zamministra-obrazovaniya-i-nauki-kr-uvolilas-po.html/,2014-09-25,Замминистра образования и науки КР уволилась по собственному желанию,Замминистра образования и науки КР уволилась по собственному желаниюЗаместитель министра образования и науки КР Догдуркуль Кендирбаева уволилась по собственному желанию. Об этом ИА «24,NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-01343,,RU,Daryo.uz,https://daryo.uz/ru/2024/05/24/ugol-dorozaet-na-fone-padenia-dobyci-v-kitae-trading-economics/,2024-05-24,Уголь дорожает на фоне падения добычи в Китае – Trading Economics,"За минувшие сутки стоимость «чёрного золота» выросла на 1,36%, приблизившись к отметке $145 за тонну",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01248,,RU,Daryo.uz,https://daryo.uz/ru/2025/06/25/v-taskente-nakazut-muzcinu-vylovivsego-rybu-iz-pruda-i-oskorbivsego-devusku-v-parke/,2025-06-25,"В Ташкенте накажут мужчину, выловившего рыбу из пруда и оскорбившего девушку в парке",Материалы дела направлены в суд.,NOT_RELEVANT,,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-00657,,RU,Daryo.uz,https://daryo.uz/ru/2024/03/05/esg-iniciativy-v-biznese-cerez-povysenie-kacestva-korporativnogo-upravlenia-otcet-s-meropriatii-chapter-zero-uzbekistan/,2024-03-05,«ESG инициативы в бизнесе через повышение качества корпоративного управления»: отчет с мероприятия Chapter Zero Uzbekistan,Корреспондент Daryo присутствовал на мероприятии и пообщался со спикерами лично,NOT_RELEVANT,,NOT_RELEVANT,,,1,ru_2,"ESG/Chapter Zero, not clearly climate"
RU-01306,,RU,Daryo.uz,https://daryo.uz/ru/2025/11/14/v-tashkente-vremenno-perekroyut-ryad-ulits-i-zapretyat-dvizhenie-gruzovikov/,2025-11-14,В Ташкенте временно перекроют ряд улиц и запретят движение грузовиков,"С 14 по 17 ноября будет ограничен въезд в Ташкент грузовых транспортных средств, прибывающих из регионов. Движение грузовиков в центральной части города будет полностью приостановлено.",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_1,
RU-01473,,RU,24.kg,https://24.kg/archive/ru/community/160593-v-infekcionnoj-bolnice-bishkeka-ostaetsya-11.html/,2013-09-13,В инфекционной больнице Бишкека остается 11 отравившихся в кафе «Енисей»,"В инфекционной больнице Бишкека остается 11 отравившихся в кафе «Енисей»В Республиканской клинической инфекционной больнице Бишкека остается 11 человек, отравившихся в кафе &laqu",NOT_RELEVANT,,NOT_RELEVANT,,,,ru_2,
